X,Y,A,B,status
24.2862540063147,45.7024161843144,1.00,1.00,1
130.959289174975,100.758872439565,1.00,1.00,3
170.237037563746,148.994977805594,1.00,1.00,1
279.667371190917,109.495944254865,1.00,1.00,3
297.44381953141,89.5036878789052,1.00,1.00,1
382.831288971165,60.1063232777774,1.00,1.00,2
467.271303778217,29.1309407706022,1.00,1.00,1
522.959990513773,77.1064571794616,1.00,1.00,1
597.774052648241,108.425014434522,1.00,1.00,1
684.213004845903,107.487673259475,1.00,1.00,2
