wgoal,wpsi,wtime,whaf,wce,csa,wsr,wjx,path,driver,ixt,iyt,ivt,irt,ipsit,isat,iut,iaxt,fxt,fyt,fvt,frt,fpsit,fsat,fut,faxt,outlev,feastolAbs,maxit,maxtimeCpu,ftol,feastol,infeastol,maxfevals,maxtimeReal,opttol,opttolAbs,xtol,acceptableObjChangeTol,warmStartInitPoint,dualInfTol,acceptableTol,acceptableConstrViolTol,acceptableDualInfTol,acceptableComplInfTol,divergingIteratesTol,radius,sX,sy,Xi,Yi,xRef,yRef,psiRef,goalTol,xi,yi,vi,ri,psii,sai,ui,axi,model,Xmin,Xmax,Ymin,Ymax,tp,tex,sms,smh,Lr,Lrd,NI,colPts,Nck,solver,MPCmaxIter,predictX0,fixedTp,integrationScheme,tfMax
10.0,0.01,10.0,1.0,1.0,0.1,1.0,0.01,1.0,1.0,0.5,0.5,0.5,0.05,0.5,0.025,0.5,0.5,5.0,5.0,NaN,NaN,NaN,NaN,NaN,NaN,0,0.07,500,15.0,1.0e-15,1.0e20,0.01,-1,30.0,1.0e20,0.5,1.0e-12,1.0e20,yes,5.0,0.01,0.01,1.0e10,0.01,1.0e20,[1.0],[0],[0],[200],[50],200.0,125.0,1.5701,15.0,200.0,0.0,0.0,0.0,1.57079632679,0.0,5.0,0.0,ThreeDOFv2,NaN,NaN,NaN,NaN,NaN,0.5,2.0,4.0,50.0,5.0,NaN,20,NaN,Ipopt,200,true,true,trapezoidal,10.0
