"t"
9.0
9.07251562576642
9.236157957579998
9.47435396962992
9.763765530609412
10.076059197837978
10.380664840144725
10.64776668767401
10.851225220581608
10.971175180702247
11.0
11.112525121073844
11.360481383473784
11.705249434226339
12.09430725266111
12.46842035443082
12.770641893678192
12.955041227122575
13.0
13.197070171597652
13.609071453292728
14.124050379505228
14.603973164252784
14.920380285897062
