"u"
"[15.34,32.4601,-0.0475385,-0.281224,0.946062,-0.0896721,10.0,0.0]"
"[15.7222,32.9317,-0.0348659,-0.273616,0.929224,-0.0856858,10.0,0.0]"
"[15.9895,33.2536,-0.027035,-0.266672,0.91793,-0.0823411,10.0,0.0]"
"[16.4753,33.8239,-0.0153049,-0.251692,0.898514,-0.0762124,10.0,0.0]"
"[16.6245,33.9954,-0.0123909,-0.246701,0.892853,-0.0743329,10.0,0.0]"
