"t"
3.6
3.626952578957313
3.6888223734194865
3.78180932029383
3.9005013880934665
4.0379991871534315
4.1863114383589775
4.336818648498178
4.480773894671775
4.609811181837683
4.716431886395654
4.79444192105574
4.839326181264466
4.85
4.895322266104012
4.997598723487498
5.146471231018701
5.327353456630883
5.522536998648736
5.712915525090453
5.879854179796256
6.007015762863505
6.081984487938904
6.1
6.170328200671152
6.3253008646711155
6.540780896391462
6.783942032913194
7.017762721519263
7.206651183548869
7.321900766951609
7.35
7.473168857248533
7.730669658307955
8.052531487190768
8.35248322765799
8.550237678685663
